Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer
IV CANULA 24 (CATHY),,,14'S,,UNICHEM LABORATORIES LTD,,5,1,,,,,4.11,1.11,2.98,86.3,
LAMETEC DT 100 TAB,,,14'S,,PFIZER LIMITED,,5,1,,,,,32.35,26.56,24.44,268.84,Buy 5 get 1
MEGACLOX CAPS,,,14'S,,CADILA PHARMACEUTICALS LIMITED,,5,75,,,,,66.5,51.2,42.96,730.3,
STELZONE SB 3GM INJ,,,14'S,,FDC LIMITED,,5,57,,,,,22.5,19.5,1,0,Buy 5 get 1
TUSQ-DX SYP-100ML,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,11.46,8.46,1,0,Buy 5 get 1
TUSQ-X  EXPT.100ML,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,12.59,9.59,1,0,Buy 5 get 1
VERTIN 16MG TAB.,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,74,71,1,0,Buy 5 get 1
VERTIPRESS  8mg TAB,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,36.23,33.23,1,0,Buy 5 get 1
VERTIPRESS 16MG TAB,,,14'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,57.97,54.97,1,0,Buy 5 get 1
WAXONIL EAR DROPS,,,14'S,,SANOFI SYNTHELABO (INDIA) LTD,,5,25,,,,,147.44,144.44,1,0,
ADULT DIAPER LARGE (FINE),,,15 GM,,NICHOLAS PIRAMAL INDIA LTD,,5,45,,,,,154,151,1,0,
AMZIDIM 1GM INJ,,,15 GM,,GLAXO TEAM II DERMA,,5,1,,,,,56.3,43.34,40.31,201.55,
ANXIT-0.25MG TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,233,170.41,150.97,4529.23,Buy 10 get 1
BETNESOL 1ML INJ,,,15 GM,,ARISTO PHARMACEUTICALS LTD,,5,113,,,,,77.15,72.5,1,0,Buy 5 get 1
CEFOPROX-XP 1G INJ,,,15 GM,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,62.2,59.2,1,0,
CREMAFFIN PLUS SYP 200ML,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,53,,,,,65,62,1,0,
D-VENIZ 50MG TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,54.3,51.3,1,0,
DALACIN C 300MG CAP.,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,269,266,1,0,
DALACIN C 300MG/2ML,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,163,160,1,0,
DEPLATT 150MG TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,79.5,76.5,1,0,Buy 5 get 1
DERIPHYLLIN OD 300 TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,82,79,1,0,Buy 5 get 1
DERIPHYLLIN RTRD.150 TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,51.9,48.9,1,0,Buy 5 get 1
DEXTROSE 25% 100ML INJ,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,125,122,1,0,
DEXTROSE INJ 10%500ML(FRE.KABI,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,106.2,103.2,1,0,
DICLORAN-50MG TAB,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,74,,,,,160,157,1,0,
DIPTASE GEL 30GM,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,118.4,115.4,1,0,Buy 5 get 1
DOMSTAL TAB 10MG,,,15 GM,,GRATIA,,5,86,,,,,170,167,1,0,
E.T TUBE  4.5,,,15 GM,,RANBAXY LABORATORIES LTD,,5,1,,,,,136.5,133.5,1,0,
ETROBAX 90MG TAB,,,15 GM,,TABLETS (INDIA) LIMITED,,14.5,70,,,,,57,54,1,0,Buy 5 get 1
LEK-500MG TAB,,,15 GM,,BAYER PHARMA,,5,1,,,,,56.75,43.69,40.19,120.57,
LEVOFLOX 750MG TAB,,,15 GM,,REXCEL,,5,56,,,,,57.5,43.81,33.59,705.34,
LIMARIN 140MG CAP,,,15 GM,,GLAXO TEAM II DERMA,,5,1,,,,,57.2,44.04,40.96,368.64,
NOVASOFT CREAM 60GM,,,15 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,20.5,17.5,1,0,
NS 0.45% INJ 500ML (BAXTER),,,15 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,36,33,1,0,
OPEC-40 TAB,,,15 GM,,MANKIND PHARMA LTD,,14.5,1,,,,,20,17,1,0,
SCALP VEIN SET 24,,,15 GM,,AVENTIES PASTUER INDIA LTD,,14.5,62,,,,,38.3,37.5,1,0,Buy 5 get 1
TAXIM IGM INJ,,,15 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,87.6,84.6,1,0,Buy 5 get 1
TEAR DROPS,,,15 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,26,23,1,0,
TELLZY-H TAB,,,15 GM,,MEPROMAX LIFESCINES PVT LTD,,5,45,,,,,57,54,1,0,
TRIGLYNASE 2 TAB,,,15 GM,,MICRO LABS LTD (INDIA),,5,73,,,,,75,72,1,0,
WYSOLONE-5MG TAB,,,15 GM,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,20.95,17.95,1,0,Buy 5 get 1
ZYVEN OD 50MG TAB,,,15 GM,,STEDMAN PHARMACEUTICALS PVT LTD,,5,62,,,,,70,67,1,0,Buy 5 get 1
CHANNEL-30MG TAB,,,15 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,24,21,1,0,
CREPE BANDAGE 10CMX4M(T.CREPE),,,15 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,34.4,31.4,1,0,
DAROLAC-Z SACHET 2GM,,,15 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,165,162,1,0,
DERIPHYLLIN RETARD 300 TAB,,,15 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,37.7,34.7,1,0,Buy 5 get 1
NS-1000ML INJ(F K),,,15 ML,,INDOCO REMEDIES LTD,,5,45,,,,,24.41,21.41,1,0,
NUROKIND PLUS CAPS,,,15 ML,,INDOCO REMEDIES LTD,,5,45,,,,,48.9,45.9,1,0,
REVILUS,,,15 ML,,WOCKHARDT LIMITED,,5,37,,,,,53.3,50.3,1,0,
TOPCEF 200 DT TAB,,,15 ML,,MEYER ORGANICS LTD,,5,7,,,,,60,57,1,0,
AIROPRONG NASAL CANULA(OXYGEN NASAL PRO),,,15'S,,UNIVERSAL MEDICARE LIMITED,,5,56,,,,,107.75,104.75,1,0,
AIRTEC SF 250 INHALER,,,15'S,,UNIVERSAL MEDICARE LIMITED,,5,73,,,,,95.7,92.7,1,0,
AIRWAY 4,,,15'S,,UNIVERSAL MEDICARE LIMITED,,5,1,,,,,88.5,85.5,1,0,Buy 5 get 1
AIRWAY- 3,,,15'S,,UNIVERSAL MEDICARE LIMITED,,5,73,,,,,139,136,1,0,Buy 5 get 1
AKT-3,,,15'S,,UNIVERSAL MEDICARE LIMITED,,5,73,,,,,54.88,51.88,1,0,Buy 5 get 1
AMPILOX KID TAB,,,15'S,,MERCK LIMITED,,5,56,,,,,55.29,42.56,39.58,316.64,
AQUAZIDE 25MG TAB,,,15'S,,FERRING PHARMACEUTICALS,,5,,,,,,25,21,,,Buy 10 get 1
ARPIZOL-15MG TAB,,,15'S,,HEALTHEON,,5,45,,,,,101.5,98.5,1,0,
AZEE 500MG INJ,,,15'S,,CIPLA LTD,,5,45,,,,,119,116,1,0,Buy 5 get 1
BETA-NICARDIA CAPS,,,15'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,33.9,32.5,1,0,Buy 5 get 1
BIPIVAC 0.5-20ML,,,15'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,53.7,50.2,1,0,Buy 5 get 1
BIPIVAC HEAVY 4ML,,,15'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,168.3,160.5,1,0,Buy 5 get 1
CARMICIDE DROPS-15ML,,,15'S,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,98.5,95.5,1,0,Buy 5 get 1
CHUPP COUGH SYP 60ML,,,15'S,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,28.75,25.75,1,0,
CIPROFLOXACIN IV 100ML(EURO),,,15's,,GLAXO TEAM 4,,5,1,,,,,53.25,50.25,1,0,
CITAL SYP,,,15'S,,GLAXO TEAM 4,,5,1,,,,,15.71,12.71,1,0,
COLOBAG,,,15'S,,GLAXO TEAM 6,,5,1,,,,,15.31,12.31,1,0,
DIBIZIDE-M TAB,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,77.1,74.1,1,0,
DIPTASE MR TAB.,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,65.7,62.7,1,0,Buy 5 get 1
DIPTASE TAB,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,123,120,1,0,Buy 5 get 1
DISPRIN TAB,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,197,194,1,0,Buy 5 get 1
DOLO DROPS 15ML,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,26.05,23.05,1,0,Buy 5 get 1
DOLO SYP 125MG 60ML,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,26.05,23.05,1,0,
DOLO SYP 250MG 60ML,,,15'S,,GLENMARK PHARMACEUTICALS LTD,,5,37,,,,,64.35,61.35,1,0,
DOMSTAL 5MG DT,,,15'S,,GRANDIX PHARMACEUTICALS LTD,,5,1,,,,,296,293,1,0,
DULCOFLEX TAB BOTTLE,,,15'S,,RANBAXY LABORATORIES LTD,,5,53,,,,,28.41,25.41,1,0,
ECOSPRIN-150MG TAB,,,15'S,,RANBAXY LABORATORIES LTD,,5,68,,,,,90.1,87.1,1,0,Buy 5 get 1
ECOSPRIN-75MG TAB,,,15'S,,RANBAXY LABORATORIES LTD,,5,68,,,,,146.25,143.25,1,0,
FEXOVA 180MG TAB,,,15'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,85,82,1,0,
GANATONE OD CAPS,,,15'S,,TORRENT PHARMACEUTICALS LTD,,5,1,,,,,75,72,1,0,
GRAMOCEF CV TAB,,,15'S,,USV,,5,25,,,,,75.75,72.75,1,0,
GTN SORBITRATE-CR 2.6MG TAB,,,15'S,,USV,,5,25,,,,,34.75,31.75,1,0,
JUNIOR LANZOL 15MG TAB,,,15'S,,UNICHEM LABORATORIES LTD,,5,1,,,,,16.05,13.18,12.26,809.16,
K-GLIM-1MG TAB,,,15'S,,MERCK LIMITED,,5,57,,,,,17,13.71,12.75,140.25,
K-MAC SYP 200ML,,,15'S,,GLAXO TEAM 4,,5,1,,,,,17.1,13.79,12.05,265.15,
LAMETEC KID TAB 5 MG,,,15'S,,CIPLA LTD,,5,45,,,,,49.1,37.62,34.81,556.88,
LASIPEN INJ,,,15'S,,TORRENT PHARMACEUTICALS LTD,,5,56,,,,,49,37.73,34.8,452.37,
LIVOGEN-Z CAPSTAB,,,15'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,60.15,46.3,43.06,1464.12,Buy 10 get 1
LIZOFORCE 600MG TAB,,,15'S,,HEALTHEON,,5,45,,,,,60.15,46.48,42.76,299.32,
LIZOMAC-IV 300ML INJ,,,15'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,57,,,,,61.5,46.86,43.11,43.11,
LOAR-25MG TAB,,,15'S,,RPG LIFE SCIENCES LTD,,5,69,,,,,60.95,46.92,43.64,436.4,
LOAR-H TAB,,,15'S,,LUPIN LABORATORIES LTD,,5,56,,,,,61,46.97,43.21,172.84,
LOPEZ-2MG TAB,,,15'S,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,61.3,47.2,43.9,570.7,
LOPRESOR XL 25MG,,,15's,,ELDER PHARMA B DIVISION,,5,1,,,,,62,47.24,39.94,2036.9,
LYSER-D TAB,,,15'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,62.5,48.12,44.75,1387.25,
MECONERVE-500MG TAB,,,15'S,,LUPIN LABORATORIES LTD,,5,57,,,,,65.5,50.42,46.89,468.9,
MEFRIN 500MG TAB,,,15'S,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,66.5,50.67,45.71,457.1,
MEFRIN FORTE TAB,,,15'S,,WYETH,,14.5,56,,,,,61.79,50.73,46.67,233.35,
MEGAHEAL 15GM,,,15'S,,LUPIN LABORATORIES LTD,,5,1,,,,,66.5,51.2,47.62,190.48,
MEPRATE-10MG TAB,,,15'S,,ELDER PHARMA B DIVISION,,5,53,,,,,68,51.81,48.18,385.44,
METROGYL 200MG TAB,,,15'S,,ELDER PHARMA B DIVISION,,5,1,,,,,72,51.84,48.21,337.47,
MIGARID 10mg tab,,,15'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,69.3,52.8,48.6,1020.7,
MILOPIN-5MG TAB,,,15'S,,CIPLA LTD,,5,45,,,,,69,53.11,49.39,148.17,
MOLIN PLUS TAB,,,15'S,,PANACEA BIOTEC LTD,,5,56,,,,,70.1,53.41,49.14,393.12,Buy 10 get 1
MOMEREX CREAM 15GM,,,15'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,67,53.6,49.31,838.27,Buy 10 get 1
MONOTAX 1G INJ,,,15'S,,CIPLA LTD,,5,45,,,,,71.18,54.23,50.43,252.15,
NASIVION 0.025%(PAED},,,15'S,,MICRO LABS LTD (INDIA),,5,1,,,,,88,67.29,62.2,5597.82,
NASIVION NASAL DROP (ADULT),,,15'S,,REXCEL,,5,1,,,,,88.5,67.43,62.71,438.97,
NEO-DROL-125MG INJ,,,15'S,,MICRO LABS LTD (INDIA),,5,1,,,,,89,68.52,63.04,1828.16,
NIPCARE 20GM,,,15'S,,DELVIN FORMULATIONS,,14.5,48,,,,,39,36,1,0,Buy 5 get 1
NITE 5mg TAB,,,15'S,,CADILA PHARMACEUTICALS LIMITED,,5,75,,,,,93,90,1,0,
POLYBION SF SYP 100ML,,,15'S,,MEDLEY PHARMACEUTICALS LIMITED,,5,62,,,,,47,44,1,0,
POTASSIUM CHLORIDE INJ 10ML,,,15'S,,MEYER,,5,7,,,,,187.5,184.5,1,0,Buy 5 get 1
PREMARIN CREAM.14G,,,15'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,54.9,42.27,35.11,351.14,Buy 10 get 1
PRIMAPORE 30CMX10CM,,,15'S,,NICHOLAS PIRAMAL INDIA LTD,,5,45,,,,,59.5,45.33,41.7,959.1,
PROTHIADEN-25MG TAB,,,15'S,,MACLEODS PHARMACEUTICALS PVT LTD,,5,86,,,,,79.65,61.33,57.04,1711.2,
PROVANOL 10MG TAB,,,15'S,,USV,,5,25,,,,,80.5,61.34,57.05,1540.35,
PROZINE-5MG TAB,,,15'S,,GRANDIX PHARMACEUTICALS LTD,,5,1,,,,,142.87,108.86,92.62,1481.86,Buy 10 get 1
PRYNERVE OD 75 MG TABLET,,,15'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,210.5,160.38,149.15,149.15,
REDCLOX-D CAP,,,15'S,,PHARMED MEDICARE,,5,1,,,,,64.9,61.9,1,0,
REDERMAPLUS OINT 15GM,,,15'S,,PHARMED MEDICARE,,5,48,,,,,120,117,1,0,
REJUNATE 300MG CAP,,,15'S,,PHARMED MEDICARE,,5,1,,,,,225,222,1,0,
RESQUE-1MG TAB,,,15'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,350,347,1,0,
REXIPRA-20MG TAB,,,15'S,,CIPLA LTD,,5,45,,,,,12.8,9.8,1,0,
RICONIA TAB,,,15'S,,TTK HEALCARE LIMITED,,5,62,,,,,40.35,37.35,1,0,Buy 5 get 1
RIMROZ CAP,,,15'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,5.15,2.15,3.68,239.2,
RINFER-XT TAB,,,15'S,,ABBOTT INDIA LTD,,5,53,,,,,6.23,3.23,1,0,
RISNIA PLUS TAB,,,15'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,85,65.44,52.67,1211.43,
RYLES Bottles 18 (ROMSON),,,15'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,101.7,90.6,1,0,Buy 5 get 1
SMUTH SUSPENSION,,,15'S,,ELDER PHARMA A DIVISION,,5,1,,,,,108,105,1,0,
SOAPEX CLASSIC BAR 75GM,,,15'S,,ELDER PHARMA A DIVISION,,5,54,,,,,78,75,1,0,
TEDIBAR SOAP 75GM,,,15'S,,LUPIN LABORATORIES LTD,,5,1,,,,,46.8,43.8,1,0,
TEGADERM IV 1610 (5CM),,,15'S,,LUPIN LABORATORIES LTD,,5,1,,,,,86.85,83.85,1,0,
TOLVASCA 15MG TAB,,,15'S,,MEYER,,5,7,,,,,200,197,1,0,Buy 5 get 1
TONOFERON-PAED SYP,,,15'S,,MEYER,,5,7,,,,,102.5,99.5,1,0,Buy 5 get 1
TOPAZ-50MG TAB,,,15'S,,MEYER ORGANICS LTD,,5,7,,,,,216.7,213.7,1,0,
TORVATE CHRONO 200MG TAB,,,15'S,,MEYER ORGANICS LTD,,5,7,,,,,229.5,226.5,1,0,
TUSQ-X EXPT.100ML,,,15'S,,PIRAMAL HEALTHCARE LTD,,5,56,,,,,12.67,9.67,1,0,Buy 5 get 1
ULGEL LIQ 200ML,,,15'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,100.24,97.24,1,0,
VOVERAN EMULGEL 30GM,,,15'S,,RPG LIFE SCIENCES LTD,,5,69,,,,,18.7,15.7,1,0,
VOVERAN SR 100 mg TAB,,,15'S,,RPG LIFE SCIENCES LTD,,5,69,,,,,35.75,32.75,1,0,
WARF 2MG TAB,,,15'S,,SANOFI SYNTHELABO (INDIA) LTD,,5,25,,,,,73.2,70.2,1,0,
WARF 3MG TAB,,,15'S,,SANOFI SYNTHELABO (INDIA) LTD,,5,25,,,,,126.9,123.9,1,0,
WARF-5MG TAB,,,15'S,,SANOFI SYNTHELABO (INDIA) LTD,,5,25,,,,,140,137,1,0,
XYLOMIST 1% (ADULT) NASAL,,,15'S,,SHREYA LIFE SCIENCES PVT LTD,,14.5,10,,,,,119,116,1,0,Buy 5 get 1
ARPIZOL-5MG TAB,,,150 GM,,HEINZ INDIA PVT LTD,,5,53,,,,,60,57,1,0,
ATCHOL-20 MG TAB,,,150 GM,,HEINZ INDIA PVT LTD,,5,53,,,,,60,57,1,0,Buy 5 get 1
BAROSTATIN 10MG TAB,,,150 ML,,ALBERT DAVID LIMITED,,5,69,,,,,83.29,79,1,0,Buy 10 get 1
VALIUM-2MG TAB,,,150 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,77.6,74.6,1,0,
BENITEC-20MG TAB,,,150'S,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,57,,,,,334.45,330,1,0,
INFANT FEEDING Bottles-10(ROMSON),,,151 ML,,ALBERT DAVID LIMITED,,5,70,,,,,84.29,81.29,2,1,
AMARANTHOL PLUS BABY OIL,,,15GM,,SKN ORGANICS (P) LTD,,5,55,,,,,37,28.49,23.83,333.59,
DOMSTAL SUSP-30ML,,,15GM,,GRATIA,,5,86,,,,,146,143,1,0,
THYRONORM 12.5MCG TAB,,,15GM,,MERCURY LABORATORIES LIMITED,,5,68,,,,,7.14,4.14,1,0,Buy 5 get 1
WOSULIN 30/70 VIAL,,,15gm,,SERUM INSTITUTE OF INDIA LTD,,5,75,,,,,53.2,50.2,1,0,
BEPLEX FORTE PLUS INJ 11 ML,,,15ML,,APEX LABORATORIES LTD,,5,69,,,,,37.3,32.5,1,0,
DICORATE ER 125MG TAB,,,15ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,158,155,1,0,
THYRONORM 25 MCG TAB,,,15ML,,MERCURY LABORATORIES LIMITED,,5,68,,,,,46.73,43.73,1,0,Buy 5 get 1
AUTRIN CAP,,,16 GM,,AJANTA PHARMA LTD,,5,2,,,,,154,151,2,1,
ALDRY LOTION 100 ML,,,16'S,,ABBOTT INDIA LTD,,5,26,,,,,14.68,11.68,2,1,
HUMINSULIN-30/70 CATRIDGE,,,16'S,,ABBOTT INDIA LTD,,5,54,,,,,27.11,24.11,2,1,
IV CANULA 20 (CATHULA),,,16'S,,ABBOTT INDIA LTD,,5,54,,,,,7.23,4.23,2,1,
NALOX INJ,,,16'S,,ALKEM LABORATORIES LTD,,5,2,,,,,72.5,56.04,44.51,175.02,
NAPRO-MIDA INJ 10ML,,,16'S,,ABBOTT INDIA LTD,,5,26,,,,,69,56.32,47.46,1255.53,
NAPRODOL 50MG/1ML INJ,,,16'S,,ABBOTT INDIA LTD,,5,26,,,,,69,56.32,47.46,1255.53,
PRIMAPORE 25CMX10CM,,,16'S,,ALKEM LABORATORIES LTD,,5,57,,,,,63,45.33,41.78,41.78,
NOVEX-DS TAB,,,160 ML,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,51,48,1,0,
AUGZEN 1200 MG INJ,,,16GM,,AJANTA PHARMA LTD,,5,91,,,,,159,156,2,1,
MOXVID KID 250MG DT,,,170 ML,,ABBOTT INDIA LTD,,5,25,,,,,71,54.67,48.3,289.81,
NASEON NASAL DROPS,,,170 ML,,PAVLOLA (INDIA) LABORATORIES,,5,48,,,,,84,67.2,56.81,1874.88,
REKOOL D TAB,,,170ML,,PIRAMAL CONSUMER,,5,85,,,,,53.9,50.9,1,0,
ALCIPRO IV 100ML,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,57,54,2,1,
ANOVATE CREAM 20GM,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,83,64.14,56.18,608.03,
ANTIDEP-25MG TAB,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,83,64.14,56.18,608.03,
IV CANULA 22 (CATHY),,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,87,84,2,1,
MUCINAC SOLN 20%5ML,,,171 ML,,ABBOTT INDIA LTD,,5,26,,,,,72,55.67,49.3,290.81,
PRACTIN-4MG TAB,,,175 ML,,WARREN,,5,69,,,,,68.68,65.68,1,0,
CANDID MOUTH PAINT 20ML,,,2 ML,,GERMAN REMEDIES,,5,1,,,,,131.24,128.24,1,0,Buy 5 get 1
DEPRAN 10mg TAB,,,2 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,49.8,46.8,1,0,Buy 5 get 1
DIAMOX TAB 250MG,,,2 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,49.8,46.8,1,0,
FOSTERA-5MG TAB,,,2 ML,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,3.55,0.55,1,0,Buy 5 get 1
HAES-STERIL-3%-500ML INJ,,,2 ML,,WALTER BUSHNELL,,5,68,,,,,12.28,9.28,1,0,
IVEOLYTE E 500ML,,,2 ML,,MERCK LIMITED,,5,74,,,,,8.5,5.5,5.52,12469.9,Buy 5 get 1
MONOCEF-O 200MG TAB,,,2 ML,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,71,54.1,27.67,1106.89,
NEOTACH INJ,,,2 ML,,CADILA PHARMACEUTICALS LIMITED,,14.5,,,,,,30,26,,,Buy 10 get 1
PACITANE-2MG TAB,,,2 ML,,MANKIND PHARMA LTD,,5,51,,,,,30,27,1,0,
PANKREOFLAT TAB,,,2 ML,,MANKIND PHARMA LTD,,5,51,,,,,44,41,1,0,
REPTILASE INJ,,,2 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,8.17,5.17,1,0,
IV CANULA 22-INTRAFLON(RMS),,,2.5 ML,,CIPLA LTD,,5,45,,,,,4.06,1.06,2.9,43.5,
ALDACTONE 100MG TAB,,,2'S,,ABBOTT INDIA LTD,,5,106,,,,,6,3,2,1,
EKON-XL MD TAB 5MG,,,2'S,,RANBAXY LABORATORIES LTD,,5,,,,,,10,7,1,0,
EPIDOSIN 1ML INJ,,,2'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,14.5,1,,,,,23,20,1,0,
IV CANNULA 16(CATHY),,,2'S,,AAMORB PHARMACEUTICALS PVT LTD,,5,106,,,,,6,3,2,1,Buy 5 get 1
PRANDIAL 0.2MD TABLET,,,2'S,,ABBOTT INDIA LTD,,5,106,,,,,6,3,2,1,
VALTEC CR300 MG TAB,,,2'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,91,88,1,0,
VOGLINORM-0.2 MG TAB,,,2*50'S,,ROCHE DIAGNOSTICS,,5,78,,,,,1600,1597,1,0,
AMLOPRES VL 160MG TAB,,,20 GM,,FRANCO INDIAN III,,5,45,,,,,47.26,36.38,30.68,276.12,
BAROSTATIN 20 MG TAB,,,20 GM,,ALBERT DAVID LIMITED,,5,69,,,,,73.5,68,1,0,Buy 10 get 1
COMBUTOL 800MG TAB,,,20 GM,,GLAXO TEAM II DERMA,,5,69,,,,,25.19,22.19,1,0,Buy 5 get 1
CORD CLAMP (ROMSON),,,20 GM,,GLAXO TEAM II DERMA,,5,69,,,,,16.65,13.65,1,0,Buy 5 get 1
DERIPHYLLIN TAB,,,20 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,59,56,1,0,Buy 5 get 1
LOAR-50MG TAB,,,20 GM,,ALBERT DAVID LIMITED,,5,69,,,,,61,46.97,40.04,360.38,
NEEDLE 24 (DISPOVAN),,,20 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,89.5,68.19,58.42,1694.14,
TELMIN 40MG TAB,,,20 GM,,MERCK LIMITED,,5,25,,,,,49,46,1,0,
CETAPHIL MOISTURISING LOTION 100ML,,,20 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,53,,,,,212.4,209.4,1,0,
NEEDLE 16 (DISPOVAN),,,20 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,89,67.81,59.27,711.19,
NEEDLE 26 (DISPOVAN),,,20 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,89.5,68.19,58.55,585.52,
ALPHADOPA 250MG TAB,,,20'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,19.68,15.15,14.09,352.25,
ARMSLING POUCH XL (DYNA),,,20'S,,SANOVI AVENTIS PHARMA INDDIA,,5,,,,,,35,31,,,Buy 10 get 1
BILOVAS 40MG TAB,,,20'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,18,15.2,1,0,Buy 5 get 1
CARVISTAR 6.25MG TAB,,,20'S,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,6.73,3.73,1,0,
DALACIN C INJ 600MG/4ML,,,20'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,62.6,59.6,1,0,
ETIZOLA BETA TAB 0.5MG,,,20'S,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,207.6,204.6,1,0,Buy 5 get 1
ETOVA 400MG TAB,,,20'S,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,134.4,131.4,1,0,Buy 5 get 1
FOLFIT TAB,,,20'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,229.7,226.7,1,0,Buy 5 get 1
NICOGUM 4 MG TAB,,,20'S,,COMED CHEMICALS (P) LIMITED,,5,63,,,,,19.46,16.46,1,0,
NITROPLUS 25MG INJ 5ML,,,20'S,,CHARAK PHARMA PVT LTD,,5,37,,,,,116,113,1,0,
